Entry	Mass	Length	Gene ontology IDs
P04840	30,428	283	GO:0005739; GO:0005741; GO:0005758; GO:0006626; GO:0006811; GO:0006915; GO:0007005; GO:0008308; GO:0015288; GO:0031307; GO:0045454; GO:0046930; GO:0051027
P42839	102,499	908	GO:0000324; GO:0000329; GO:0005789; GO:0005886; GO:0006813; GO:0006814; GO:0006818; GO:0006874; GO:0015369; GO:0015385; GO:0015386; GO:0016021; GO:1990816
P32913	63,204	551	GO:0005768; GO:0005829; GO:0006897; GO:0015031; GO:0016050; GO:0019898; GO:0030904; GO:0030905; GO:0032266; GO:0042147
P21576	78,737	704	GO:0000266; GO:0000329; GO:0003374; GO:0003924; GO:0005525; GO:0005770; GO:0005777; GO:0005874; GO:0006623; GO:0006897; GO:0007031; GO:0007034; GO:0008017; GO:0016559; GO:0030036; GO:0030479; GO:0045053; GO:0051301; GO:0051321; GO:0060988; GO:0061025
P36095	26,242	224	GO:0000815; GO:0005737; GO:0015031; GO:0043162; GO:0045324; GO:0070676; GO:1904669
P36116	18,912	164	GO:0000938; GO:0005794; GO:0005829; GO:0007118; GO:0010008; GO:0015031; GO:0016050; GO:0016239; GO:0042147; GO:0090156
Q12071	101,520	889	GO:0000938; GO:0005794; GO:0005829; GO:0006896; GO:0010008; GO:0015031; GO:0019905; GO:0030476; GO:0031966; GO:0042147; GO:0090156
P53285	54,515	467	GO:0015031; GO:0016021
Q12016	20,101	184	GO:0000329; GO:0005739; GO:0015031; GO:0016021; GO:0032511; GO:0034424
P53142	54,331	486	GO:0006810; GO:0015031; GO:0016021; GO:0022891; GO:0031966; GO:0055085
P43585	95,441	828	GO:0000329; GO:0000822; GO:0005783; GO:0006797; GO:0006799; GO:0007034; GO:0008104; GO:0016021; GO:0016237; GO:0033254; GO:0042144; GO:0048016
Q03631	107,561	944	GO:0000981; GO:0003700; GO:0005634; GO:0006351; GO:0008270; GO:0009074; GO:0043565; GO:0061402
Q03897	130,946	1148	GO:0015031; GO:0035859; GO:0097042; GO:1904263
P31412	44,189	392	GO:0000221; GO:0000329; GO:0005524; GO:0007035; GO:0015991; GO:0046961
P38358	51,677	474	GO:0000329; GO:0015174; GO:0015802; GO:0016021; GO:0055085
Q03785	52,136	461	GO:0000082; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0035556
P40157	88,846	782	GO:0005737
Q06685	129,755	1146	GO:0000829; GO:0000830; GO:0000831; GO:0000832; GO:0001558; GO:0003993; GO:0005524; GO:0005829; GO:0005856; GO:0006020; GO:0032958; GO:0033857; GO:0051516; GO:0052723; GO:0052724; GO:0070507
P53262	29,678	265	GO:0005774; GO:0005789; GO:0006461; GO:0016021
P32341	25,287	215	GO:0005789; GO:0007035; GO:0016021; GO:0070072; GO:1990871
Q02767	27,702	242	GO:0000813; GO:0005768; GO:0006612; GO:0006623; GO:0031902; GO:0032403; GO:0043162; GO:0043328; GO:1904669
Q05919	50,860	439	GO:0000149; GO:0005768; GO:0005794; GO:0010008; GO:0015031; GO:0034272; GO:0035493; GO:0045324; GO:0060627
P23643	116,922	1011	GO:0000011; GO:0006623; GO:0007035; GO:0033263
P39904	74,333	641	GO:0000938; GO:0005794; GO:0005829; GO:0005856; GO:0006896; GO:0010008; GO:0015031; GO:0016239; GO:0030029; GO:0042147; GO:0090156
Q92331	76,484	675	GO:0000139; GO:0005768; GO:0005829; GO:0006897; GO:0010008; GO:0015031; GO:0016050; GO:0019898; GO:0030904; GO:0030905; GO:0032266; GO:0042147; GO:0045053
Q03388	90,580	795	GO:0000812; GO:0006338; GO:0006355; GO:0016569; GO:0042393; GO:0043486
P53853	30,615	264	GO:0005634; GO:0005829; GO:0006303; GO:0006334; GO:0010698; GO:0015031; GO:0035066; GO:0042393; GO:2000617
Q02725	96,553	835	GO:0000329; GO:0000822; GO:0005783; GO:0006797; GO:0006799; GO:0007034; GO:0016021; GO:0016237; GO:0033254; GO:0042144; GO:0048016
P47075	83,155	721	GO:0000329; GO:0000822; GO:0005783; GO:0006797; GO:0006799; GO:0007034; GO:0008976; GO:0016021; GO:0016237; GO:0031310; GO:0033254; GO:0042144; GO:0048016
P53950	128,140	1165	GO:0000329; GO:0005774; GO:0010513; GO:0016021; GO:0033674; GO:0042981; GO:0048025; GO:0070772
P39968	63,208	578	GO:0000011; GO:0000329; GO:0005634; GO:0016236; GO:0034727; GO:0042144; GO:0043495; GO:0071255; GO:0071561; GO:0071562; GO:0071563
P23642	61,092	535	GO:0000009; GO:0000032; GO:0000136; GO:0005789; GO:0006487; GO:0030435; GO:0040008
P17255	118,637	1071	GO:0000221; GO:0000329; GO:0003677; GO:0004519; GO:0005524; GO:0006314; GO:0007035; GO:0012505; GO:0015991; GO:0016539; GO:0044267; GO:0046034; GO:0046961
P23968	22,596	213	GO:0000220; GO:0007035; GO:0008553; GO:0015991; GO:0016021; GO:0016471; GO:0046961
P40547	105,491	921	GO:0005634; GO:0005773; GO:0007039; GO:0034657; GO:0043161; GO:0045721
P38735	180,926	1592	GO:0000329; GO:0005524; GO:0010038; GO:0015893; GO:0016021; GO:0042493; GO:0042626
P32319	177,777	1579	GO:0000166; GO:0005048; GO:0005794; GO:0006623; GO:0007034; GO:0016021; GO:0031902
P22219	166,372	1454	GO:0000011; GO:0004674; GO:0005524; GO:0005770; GO:0005794; GO:0006468; GO:0006623; GO:0010008; GO:0016236; GO:0030242; GO:0032968; GO:0034271; GO:0034272; GO:0043130; GO:0045053; GO:0045324; GO:0048017; GO:0071561
Q04272	25,638	221	GO:0000815; GO:0005737; GO:0015031; GO:0043162; GO:0045324; GO:0070676; GO:1904669
P47142	23,558	202	GO:0000433; GO:0000814; GO:0005198; GO:0006623; GO:0042803; GO:0043162; GO:0043328; GO:1904669
P40343	70,974	622	GO:0005768; GO:0006623; GO:0010008; GO:0032266; GO:0033565; GO:0043130; GO:0045053; GO:0045324; GO:0046872; GO:1904669
P34110	109,142	944	GO:0000329; GO:0005768; GO:0005770; GO:0005829; GO:0006886; GO:0008565; GO:0030904; GO:0030906; GO:0042147; GO:0045053
P47061	95,449	822	GO:0000938; GO:0005794; GO:0005829; GO:0006896; GO:0010008; GO:0015031; GO:0042147; GO:0090156
O13584	12,069	106	GO:0016021
P47161	92,018	811	GO:0004177; GO:0008237; GO:0015031; GO:0016021; GO:0046872
P39702	144,962	1274	GO:0005770; GO:0005795; GO:0006623; GO:0008270; GO:0016020; GO:0016192; GO:0030897; GO:0032511; GO:0033263; GO:0035542; GO:0042144; GO:0043495; GO:0051020
P53146	28,107	245	GO:0005484; GO:0006890; GO:0015031; GO:0031201; GO:0048279; GO:0071458
Q04305	57,686	513	GO:0000462; GO:0005654; GO:0005730; GO:0006351; GO:0030515; GO:0031167; GO:0032040; GO:0033553; GO:0034455; GO:0045943
Q06679	87,801	776	GO:0000462; GO:0005654; GO:0005730; GO:0006351; GO:0030686; GO:0031167; GO:0032040; GO:0034455; GO:0045943
P40055	62,317	554	GO:0000447; GO:0000462; GO:0000472; GO:0000480; GO:0005654; GO:0005730; GO:0030688; GO:0031167; GO:0032040
P16140	57,749	517	GO:0000221; GO:0000329; GO:0005524; GO:0006874; GO:0007035; GO:0010494; GO:0015991; GO:0046034; GO:0046961; GO:0055085; GO:1902906; GO:1990816
P22203	26,471	233	GO:0000221; GO:0000329; GO:0007035; GO:0015991; GO:0046961
Q04301	62,640	562	GO:0000329; GO:0015174; GO:0015802; GO:0016021
Q04602	85,683	768	GO:0005774; GO:0006865; GO:0016021; GO:0055085
Q99385	44,646	411	GO:0000324; GO:0000329; GO:0006816; GO:0006874; GO:0015369; GO:0015386; GO:0016021; GO:0046872; GO:0055085
P53058	22,152	206	GO:0005829
O13549	12,919	108	
Q03944	67,284	604	GO:0000321; GO:0005783; GO:0005789; GO:0005793; GO:0015031; GO:0016021; GO:0031929
Q06385	39,287	345	GO:0005794; GO:0005797; GO:0005802; GO:0005829; GO:0006487; GO:0006890; GO:0015031; GO:0019898; GO:0019899; GO:0030968; GO:0032580; GO:0034067; GO:0035269; GO:0060304; GO:0070273
P37370	82,594	817	GO:0000131; GO:0000147; GO:0003779; GO:0005884; GO:0005935; GO:0006897; GO:0007015; GO:0007121; GO:0008360; GO:0030036; GO:0030048; GO:0030479; GO:0032465; GO:0051015; GO:0051127; GO:0051666
P41807	54,416	478	GO:0000221; GO:0000329; GO:0007035; GO:0015991; GO:0046961
P38329	123,999	1120	GO:0006816; GO:0015379; GO:0022820; GO:0031166; GO:0034486; GO:0055075; GO:1990816
P53076	108,179	958	GO:0005634; GO:0005737; GO:0006808; GO:0034657; GO:0043161; GO:0045721
Q07878	357,849	3144	GO:0005628; GO:0005794; GO:0006623; GO:0019898; GO:0032120; GO:0045053; GO:0045324
P12611	55,346	486	GO:0000422; GO:0006897; GO:0007015; GO:0007049; GO:0009408; GO:0009651; GO:0019211; GO:0040008
P43582	22,655	211	GO:0005634; GO:0005739; GO:0006915
P40041	56,638	505	GO:0003677; GO:0005634; GO:0006351; GO:0006355
P32563	95,529	840	GO:0000220; GO:0000324; GO:0000329; GO:0006461; GO:0006797; GO:0007035; GO:0015986; GO:0015991; GO:0015992; GO:0016021; GO:0016049; GO:0046961; GO:0051117; GO:0070072
P53832	52,292	503	GO:0004888; GO:0005622; GO:0005886; GO:0005933; GO:0007266; GO:0009408; GO:0016021; GO:0030427; GO:0031505
Q12363	48,383	437	GO:0003714; GO:0005634; GO:0005737; GO:0006351; GO:0006606; GO:0010674; GO:0031939; GO:0045944; GO:0051457; GO:0061186
P39102	51,347	459	GO:0001671; GO:0006457; GO:0030150; GO:0031307; GO:0046872
Q06696	64,018	566	GO:0000433; GO:0000814; GO:0006623; GO:0008270; GO:0016236; GO:0031902; GO:0032258; GO:0032266; GO:0043130; GO:0043162; GO:0043328; GO:0045053; GO:1904669
P38959	113,412	992	GO:0000329; GO:0005770; GO:0006624; GO:0007033; GO:0015031; GO:0016192; GO:0016236; GO:0017137; GO:0030897; GO:0032258; GO:0032889; GO:0033263; GO:0034727; GO:0035542; GO:0042144; GO:0099022
P47111	15,664	140	GO:0005770; GO:0015031; GO:0016021; GO:0032511; GO:0034424
Q03390	25,862	229	GO:0000329; GO:0010008; GO:0015031; GO:0030447; GO:0032511
Q03433	32,021	280	GO:0000812; GO:0006338; GO:0016569; GO:0031063; GO:0031491; GO:0042826; GO:0043486; GO:0046872
P40046	14,371	129	GO:0003729; GO:0005783; GO:0006797; GO:0007034; GO:0016021; GO:0016237; GO:0031310; GO:0033254; GO:0042144
P34761	71,253	661	GO:0000166; GO:0001403; GO:0003729; GO:0005737; GO:0007049; GO:0007124; GO:0008361; GO:0010494; GO:0010811; GO:0032106; GO:0045727; GO:0045793; GO:0045893; GO:0045901; GO:0051220; GO:0061013; GO:0061157; GO:0071554
P40151	66,544	587	GO:0000733; GO:0003677; GO:0005524; GO:0005634; GO:0006281; GO:0006282; GO:0008047; GO:0033567; GO:0043142; GO:0046872
P22543	100,921	875	GO:0000329; GO:0000407; GO:0004672; GO:0005524; GO:0005768; GO:0005777; GO:0005794; GO:0006468; GO:0010008; GO:0015031; GO:0016303; GO:0030242; GO:0032968; GO:0034271; GO:0034272; GO:0046854; GO:0048015; GO:0071561
P52917	48,172	437	GO:0005524; GO:0005634; GO:0005768; GO:0007033; GO:0015031; GO:0016020; GO:0016125; GO:0016236; GO:0016887; GO:0032511; GO:0042802; GO:0042803; GO:0045053; GO:0045324; GO:0051260; GO:0070676; GO:1990621
Q08924	114,461	1013	GO:0005737; GO:0005768; GO:0008033; GO:0032456
P38739	63,808	605	GO:0005789; GO:0006612; GO:0008565; GO:0009408; GO:0016021; GO:0045047; GO:0071555
P30822	124,104	1084	GO:0000055; GO:0000056; GO:0000776; GO:0005049; GO:0005634; GO:0005737; GO:0005816; GO:0006406; GO:0006611; GO:0008565; GO:0034501; GO:0046825; GO:0048471
P38838	30,627	269	GO:0004222; GO:0005635; GO:0006974; GO:0010224; GO:0010225; GO:0016925; GO:0019985; GO:0046872
P40463	47,961	436	GO:0005737; GO:0032186
P53241	69,083	593	GO:0005886; GO:0015225; GO:0015293; GO:0015878; GO:0016021; GO:0022857; GO:0055085
Q03308	92,741	798	GO:0000329; GO:0003779; GO:0005765; GO:0005829; GO:0006623; GO:0006895; GO:0007033; GO:0030897; GO:0032889; GO:0033263; GO:0035542; GO:0042144; GO:0045324; GO:0099022
P36017	23,081	210	GO:0000011; GO:0003924; GO:0005525; GO:0005769; GO:0005770; GO:0005829; GO:0005886; GO:0006623; GO:0006895; GO:0006897; GO:0007264; GO:0010008; GO:0030139; GO:0031966; GO:0032511; GO:0036010; GO:0036258; GO:0061709
Q07655	70,690	649	GO:0000166; GO:0003723; GO:0005737; GO:0008361; GO:0061157
Q12215	58,230	556	GO:0004888; GO:0005622; GO:0007266; GO:0009408; GO:0016021; GO:0030242; GO:0071555
P38759	31,013	282	GO:0005768; GO:0005829; GO:0006886; GO:0030904; GO:0030906; GO:0042147
P20795	79,271	691	GO:0000324; GO:0000329; GO:0005524; GO:0005829; GO:0006623; GO:0006896; GO:0006897; GO:0006904; GO:0007033; GO:0030897; GO:0032889; GO:0033263; GO:0034727; GO:0035542; GO:0042144; GO:0048278; GO:0051469; GO:0099022
P38932	67,017	577	GO:0000011; GO:0000139; GO:0000149; GO:0005774; GO:0005829; GO:0006623; GO:0006895; GO:0006896; GO:0006904; GO:0007033; GO:0007035; GO:0019898; GO:0031201; GO:0032258; GO:0035543; GO:0048210; GO:0051082
Q03913	22,811	190	GO:0016021
O13554	12,162	104	GO:0016021
P54787	52,483	451	GO:0000011; GO:0005085; GO:0005829; GO:0006623; GO:0006895; GO:0032511; GO:0036010; GO:0043130
P40438	174,428	1549	GO:0000166; GO:0005048; GO:0005794; GO:0006896; GO:0010008; GO:0015031; GO:0016021
P40890	174,402	1549	GO:0000166; GO:0005048; GO:0005794; GO:0006623; GO:0006896; GO:0016021
Q04338	24,668	217	GO:0000149; GO:0005484; GO:0005789; GO:0005829; GO:0006623; GO:0006888; GO:0006891; GO:0006896; GO:0006906; GO:0012507; GO:0016236; GO:0030173; GO:0031201; GO:0031902; GO:0042144; GO:0042147; GO:0048280
Q12416	32,901	295	GO:0001135; GO:0001191; GO:0005634; GO:0005737; GO:0006351; GO:0008361; GO:0033309; GO:0071930
P22147	175,460	1528	GO:0000184; GO:0000741; GO:0000932; GO:0000956; GO:0003682; GO:0003723; GO:0004534; GO:0005634; GO:0005737; GO:0005829; GO:0005874; GO:0006364; GO:0007089; GO:0010494; GO:0032968; GO:0043144; GO:0043928; GO:0048471; GO:0060261; GO:0070651
Q02792	115,934	1006	GO:0000448; GO:0004534; GO:0005634; GO:0006364; GO:0006397; GO:0019843; GO:0030846; GO:0030847; GO:0034244; GO:0043144; GO:0071028; GO:0071035; GO:1901408
P33301	96,365	854	GO:0000723; GO:0003677; GO:0003691; GO:0005634; GO:0005654; GO:0006284; GO:0006303; GO:0030435; GO:0030674; GO:0030870; GO:0035753; GO:0042138; GO:0042162; GO:0043047; GO:0051880; GO:0097552
Q06263	37,316	330	GO:0001671; GO:0005771; GO:0006869; GO:0015031; GO:0032461; GO:0032511; GO:0045324; GO:1990621
Q12206	51,951	467	GO:0000981; GO:0003714; GO:0005634; GO:0005829; GO:0006351; GO:0006974; GO:0010674; GO:0031939; GO:0034629; GO:0045944; GO:0061186
P40489	72,687	647	GO:0000122; GO:0000790; GO:0000981; GO:0001077; GO:0003677; GO:0003700; GO:0005634; GO:0030907; GO:0031065; GO:0034599
P42826	68,321	600	GO:0004856; GO:0005524; GO:0005737; GO:0005998; GO:0042732
P47165	23,671	209	GO:0000287; GO:0000310; GO:0004422; GO:0005829; GO:0006168; GO:0006178; GO:0032263; GO:0032264; GO:0032265; GO:0046100
Q08831	57,557	523	GO:0000166; GO:0000289; GO:0000932; GO:0000956; GO:0003723; GO:0003729; GO:0005634; GO:0005829; GO:0015031; GO:0017148; GO:0030371; GO:0032079; GO:0043488; GO:0070336
P33418	126,820	1100	GO:0000049; GO:0005643; GO:0005737; GO:0006409; GO:0008033; GO:0008536; GO:0015932; GO:0016363; GO:0071528
Q07993	38,600	356	GO:0005999; GO:0008270; GO:0019569; GO:0042732; GO:0046526
Q8TGV0	3,320	26	
A0A023PZE2	12,154	109	GO:0016021
Q8TGK7	9,656	84	
P0CI66	21,145	198	GO:0000128
P0CX92	10,917	97	GO:0016021
P24813	45,752	409	GO:0001077; GO:0005634; GO:0005737; GO:0036003; GO:0043565; GO:0045944; GO:0071276
Q8TGQ6	5,640	49	
Q12193	198,869	1756	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
P38296	14,440	124	
P0C268	6,873	59	
I2HB52	7,328	66	
P38318	63,010	560	GO:0005789; GO:0005887; GO:0008521; GO:0015295
P32788	32,639	280	GO:0003677; GO:0005634
P38171	11,087	102	
P38220	12,841	110	GO:0016021
P38081	57,822	501	GO:0005576; GO:0005758; GO:0006073; GO:0009251; GO:0009277; GO:0009986; GO:0031505; GO:0046557
P38243	23,548	211	GO:0005737; GO:0005935
P32386	189,162	1661	GO:0000324; GO:0005524; GO:0005774; GO:0006816; GO:0015432; GO:0015721; GO:0016021
A0A023PXH4	17,438	145	GO:0016021
Q3E741	3,447	30	
O13514	13,704	125	GO:0016021
O42831	17,003	157	GO:0003824; GO:0006164; GO:0055114
O13512	13,273	126	GO:0016021
Q06596	33,227	294	GO:0000978; GO:0001077; GO:0003677; GO:0005634; GO:0005737; GO:0061395
Q3E7Y5	76,246	667	GO:0003676; GO:0005524
Q8TGU7	7,759	68	GO:0016021
Q3E755	6,460	54	GO:0005576
Q8TGQ3	4,380	39	
P0C5K9	3,401	27	
P38311	12,127	105	GO:0016021
P25617	33,593	290	
Q12235	58,905	531	GO:0005789; GO:0005886; GO:0015075; GO:0016021; GO:0033229; GO:0042883
P25640	15,776	136	
P0C5L6	9,721	82	
Q07438	13,602	124	
Q03864	12,700	110	
Q07535	14,135	126	
Q04608	37,604	324	
Q03855	198,595	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
A0A023PXH9	27,059	235	GO:0016021
Q12394	13,682	121	GO:0016021
Q12257	19,058	170	
Q07613	12,806	109	
Q07791	201,962	1770	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
Q05497	77,846	695	GO:0006855; GO:0015238; GO:0015297; GO:0016021; GO:0042891
P0C5M1	3,689	34	
Q04162	61,509	555	GO:0005351; GO:0005355; GO:0005887; GO:0006810; GO:0016020; GO:0022891; GO:0035428; GO:0046323; GO:0055085
Q04100	15,389	135	GO:0016021
Q8TGR7	4,417	38	GO:0016021
Q03051	11,349	99	
Q3E7B7	7,949	68	GO:0005634; GO:0005737
Q12147	11,389	103	GO:0016021
Q04007	98,331	877	GO:0005737
A0A023PZF2	15,939	135	
P40102	15,395	141	
P40104	14,008	122	
P0C270	3,954	34	
P32618	106,133	956	
Q07804	66,508	573	GO:0004771; GO:0005811; GO:0016021; GO:0016042; GO:0016125
P39971	24,465	216	
P40022	21,191	185	
P40058	20,484	173	
P10356	49,490	443	GO:0009058; GO:0030170; GO:0047536
Q03187	28,771	267	GO:0016021
P43576	13,747	117	
Q12085	49,056	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P0CX67	49,129	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P53242	34,048	292	GO:0005773; GO:0006623; GO:0007039; GO:0016023; GO:0019898; GO:0034657; GO:0043161; GO:0045721
P53270	53,438	476	
P53275	35,685	312	
P53291	13,193	111	
P53326	81,191	701	GO:0005886
P53342	17,314	153	GO:0016021
P53160	11,500	108	GO:0016021
P53155	43,321	381	GO:0004843; GO:0005634; GO:0005737; GO:1990380
P53143	16,175	142	
P53133	30,755	265	
P53120	137,476	1219	GO:0005774; GO:0015140; GO:0016021
P53113	24,082	225	GO:0016021
P53097	12,000	103	
P53056	9,030	76	
P0C5B8	18,609	160	GO:0016021
A0A023PXL7	16,240	144	GO:0016021
A0A023PZE1	12,202	111	GO:0016021
A0A023PZI9	18,121	157	
Q8TGK0	11,600	99	
P0CX93	10,917	97	GO:0016021
P38750	69,969	627	GO:0005215; GO:0005887; GO:0006821; GO:0015513; GO:0015707
P38733	15,453	133	GO:0005576
P38168	11,250	104	GO:0005789; GO:0016021
P38215	14,482	129	
P53169	73,102	641	GO:0000778; GO:0005737; GO:0007052; GO:0034599; GO:0043505
P38256	27,092	230	
P38268	20,215	175	GO:0016021
P38269	13,219	119	GO:0016021
P38275	15,524	133	
P38109	57,639	508	GO:0004185; GO:0005773; GO:0007039; GO:0046938; GO:0051603
Q8TGQ2	12,711	116	
Q3E787	6,297	52	
P39109	171,121	1515	GO:0000329; GO:0005524; GO:0006749; GO:0010038; GO:0015127; GO:0015431; GO:0015723; GO:0016021; GO:0042144; GO:0045454; GO:0046686; GO:0055085
P25593	30,222	260	
P25602	28,249	247	
Q12281	11,521	103	
Q07790	14,752	131	GO:0016021
Q07454	113,891	984	GO:0005078; GO:0007232; GO:0043407
Q12103	72,856	647	GO:0016042; GO:0044255; GO:0047372
P0C2I2	198,527	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
P0C5L7	4,450	38	
Q12424	85,984	762	GO:0006811; GO:0016021; GO:0055085
Q07629	34,450	317	GO:0016021
Q04923	11,171	97	
P0C5L8	5,643	45	
P0C1Z1	3,534	29	
P87280	13,049	109	GO:0016021
Q06640	54,437	478	GO:0016567; GO:0019005; GO:0030674; GO:0031146
Q8TGP6	5,087	47	
O13522	18,197	166	GO:0016021
P87268	14,613	125	
Q04093	78,108	687	GO:0005737; GO:0016042; GO:0044255; GO:0047372
Q03362	25,266	224	GO:0005783
Q03057	15,912	142	
Q8TGP9	6,409	58	GO:0016021
P0C5M4	9,337	75	
A0A023PYD3	12,867	111	
A0A023PZF5	12,723	109	
P0C5M7	7,510	63	GO:0016021
A0A023PXC7	15,999	143	GO:0016021
Q3E7X8	143,092	1277	GO:0004386; GO:0005524
Q8TGR4	5,208	48	
A0A023PXD5	14,885	136	GO:0016021
Q8TGU4	6,467	54	
P0CX94	18,602	160	GO:0016021
A0A023PXC2	12,414	115	GO:0016021
A0A023PXJ3	13,260	115	GO:0016021
D6VPM8	20,703	179	GO:0005783; GO:0005794; GO:0005886; GO:0016021; GO:0016050
P39549	8,910	74	GO:0005737; GO:0005783; GO:0005794; GO:0005886; GO:0016021; GO:0016050
P46683	22,356	200	GO:0000056; GO:0005634; GO:0006970; GO:0032880; GO:0034599; GO:0042274; GO:0051082
P40017	103,334	923	GO:0004092; GO:0005829; GO:0006066; GO:0006631; GO:0006810; GO:0009437
Q3E756	11,161	94	GO:0005886
P0C5L2	10,625	88	GO:0016021
Q7M4S9	86,976	792	GO:0004386
P0C5L4	6,235	52	
Q8TGQ5	3,679	29	
Q3E781	4,086	34	
P38299	60,643	523	
P38321	101,236	900	
P38177	51,997	466	
Q96VH2	9,572	84	GO:0070481; GO:0070966; GO:0071025
P37263	17,738	153	GO:0005730; GO:0046872
P25565	30,197	263	GO:0016021
P25571	19,050	164	
P25654	20,704	182	
P25657	17,960	155	
Q12185	45,939	396	GO:0008654; GO:0016021; GO:0016746
Q12352	11,971	117	GO:0016021
Q8TGP8	16,381	144	
Q03831	15,189	136	
Q07555	32,916	291	GO:0005634; GO:0005737
Q03899	65,243	556	GO:0005773; GO:0016567; GO:0019005; GO:0030674; GO:0031146
Q07589	39,783	356	GO:0005634; GO:0005737; GO:0008677; GO:0050661
Q12047	11,987	102	
Q12135	17,565	159	GO:0016021
P48568	32,197	277	
Q03480	15,418	137	GO:0016021
Q07746	13,255	117	
Q3E6R4	6,324	66	GO:0005886; GO:0031225
P0C289	6,508	58	GO:0016021
P87287	15,540	132	GO:0016021
Q12187	12,905	109	GO:0016021
A0A023PYE4	12,901	107	GO:0016021
A0A023PZB8	12,599	112	GO:0016021
P0CX71	48,953	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P0CX66	49,129	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
A0A023PZC3	13,357	113	
P39961	91,077	794	GO:0000978; GO:0001077; GO:0003700; GO:0005634; GO:0008270; GO:0043565; GO:0045944; GO:0061414
P39999	12,209	101	GO:0005737
P43608	12,457	114	GO:0016021
Q45U48	8,362	73	
Q12316	198,560	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
P53213	11,720	109	
P53229	13,645	120	GO:0016021
P0CX62	49,762	438	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q12337	202,119	1770	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0015074; GO:0019076; GO:0032196; GO:0046872
Q99315	178,307	1547	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0019076; GO:0032197
P53288	22,179	203	GO:0016021
Q3E750	6,994	60	GO:0016021
P50083	8,246	69	GO:0016021
P53321	16,121	146	
P53329	20,015	174	
P53183	38,259	348	GO:0004029; GO:0004090; GO:0006725; GO:0016614; GO:0042180; GO:0050662; GO:1901426
P53161	13,388	119	GO:0016021
P53098	7,035	57	
Q8TGT6	3,505	29	
A0A023PZD5	17,065	153	
P38898	17,081	153	
P0CL34	18,627	160	GO:0016021
P38765	32,563	294	GO:0009058; GO:0016853; GO:0030968
P38870	90,109	785	GO:0007165
Q3E7Z4	6,308	54	GO:0016021
A0A023PZF3	17,541	158	GO:0016021
A0A023PZJ9	13,917	123	
A0A023PXN9	16,970	150	GO:0016021
A0A023PXG3	14,768	133	GO:0016021
P40536	13,784	118	
P53845	35,498	314	GO:0005789; GO:0005793; GO:0006888; GO:0015031; GO:0030134; GO:0030173
P28626	16,851	145	GO:0016021
